Unnamed: 0;ID_hecho;FECHA;AAAA;MM;DD;ROL;VICTIMA;SEXO;EDAD
298;2018-0013;2018-01-28;2018;1;28;CONDUCTOR;MOTO;MASCULINO;44.0
299;2018-0014;2018-01-31;2018;1;31;PEATON;PEATON;MASCULINO;42.0
300;2018-0015;2018-02-06;2018;2;6;CONDUCTOR;MOTO;MASCULINO;28.0
301;2018-0015;2018-02-06;2018;2;6;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;19.0
302;2018-0016;2018-02-15;2018;2;15;CONDUCTOR;MOTO;MASCULINO;31.0
303;2018-0017;2018-02-17;2018;2;17;PEATON;PEATON;MASCULINO;35.0
304;2018-0018;2018-02-17;2018;2;17;CONDUCTOR;MOTO;MASCULINO;26.0
305;2018-0019;2018-02-17;2018;2;17;PEATON;PEATON;FEMENINO;80.0
306;2018-0020;2018-02-19;2018;2;19;CONDUCTOR;MOTO;MASCULINO;26.0
307;2018-0021;2018-02-22;2018;2;22;PEATON;PEATON;FEMENINO;62.0
308;2018-0022;2018-02-24;2018;2;24;CONDUCTOR;MOTO;MASCULINO;28.0
309;2018-0023;2018-02-24;2018;2;24;CONDUCTOR;MOTO;MASCULINO;28.0
310;2018-0024;2018-02-28;2018;2;28;PEATON;PEATON;MASCULINO;70.0
311;2018-0025;2018-03-04;2018;3;4;PEATON;PEATON;MASCULINO;70.0
312;2018-0026;2018-03-09;2018;3;9;CONDUCTOR;MOVIL;MASCULINO;24.0
313;2018-0026;2018-03-09;2018;3;9;PASAJERO_ACOMPAÑANTE;MOVIL;MASCULINO;30.0
314;2018-0027;2018-03-11;2018;3;11;PEATON;PEATON;FEMENINO;74.0
315;2018-0028;2018-03-13;2018;3;13;PEATON;PEATON;MASCULINO;71.0
316;2018-0029;2018-03-15;2018;3;15;CONDUCTOR;MOTO;MASCULINO;26.0
317;2018-0030;2018-03-20;2018;3;20;CONDUCTOR;MOTO;MASCULINO;24.0
318;2018-0031;2018-03-28;2018;3;28;CONDUCTOR;MOTO;MASCULINO;31.0
319;2018-0032;2018-04-02;2018;4;2;PEATON;PEATON;MASCULINO;70.0
320;2018-0033;2018-04-07;2018;4;7;CONDUCTOR;MOTO;FEMENINO;42.0
321;2018-0034;2018-04-11;2018;4;11;PEATON;PEATON;MASCULINO;24.0
322;2018-0035;2018-04-12;2018;4;12;PEATON;PEATON;FEMENINO;39.0
323;2018-0036;2018-04-13;2018;4;13;CONDUCTOR;MOTO;MASCULINO;37.0
324;2018-0037;2018-04-18;2018;4;18;PEATON;PEATON;MASCULINO;84.0
325;2018-0038;2018-04-20;2018;4;20;PEATON;PEATON;FEMENINO;59.0
326;2018-0038;2018-04-20;2018;4;20;PEATON;PEATON;MASCULINO;61.0
327;2018-0039;2018-04-21;2018;4;21;PEATON;PEATON;MASCULINO;37.0
328;2018-0040;2018-04-27;2018;4;27;PEATON;PEATON;FEMENINO;42.0
329;2018-0041;2018-04-27;2018;4;27;PEATON;PEATON;FEMENINO;78.0
330;2018-0042;2018-04-27;2018;4;27;PASAJERO_ACOMPAÑANTE;MOTO;MASCULINO;23.0
331;2018-0043;2018-04-28;2018;4;28;CONDUCTOR;MOTO;MASCULINO;25.0
332;2018-0044;2018-04-28;2018;4;28;PEATON;PEATON;FEMENINO;50.0
333;2018-0045;2018-04-30;2018;4;30;CONDUCTOR;AUTO;MASCULINO;60.0
334;2018-0046;2018-05-02;2018;5;2;PEATON;PEATON;MASCULINO;11.0
335;2018-0047;2018-05-08;2018;5;8;PEATON;PEATON;MASCULINO;82.0
336;2018-0048;2018-05-09;2018;5;9;PEATON;PEATON;MASCULINO;57.0
337;2018-0049;2018-05-11;2018;5;11;PEATON;PEATON;FEMENINO;40.0
338;2018-0050;2018-05-14;2018;5;14;PEATON;PEATON;FEMENINO;47.0
339;2018-0051;2018-05-15;2018;5;15;PEATON;PEATON;FEMENINO;57.0
340;2018-0052;2018-05-18;2018;5;18;PEATON;PEATON;MASCULINO;78.0
341;2018-0053;2018-05-20;2018;5;20;CONDUCTOR;MOTO;MASCULINO;43.0
342;2018-0054;2018-05-22;2018;5;22;PEATON;PEATON;FEMENINO;86.0
343;2018-0055;2018-05-29;2018;5;29;CONDUCTOR;MOTO;MASCULINO;21.0
344;2018-0056;2018-06-02;2018;6;2;PEATON;PEATON;FEMENINO;69.0
345;2018-0057;2018-06-03;2018;6;3;CONDUCTOR;MOTO;MASCULINO;33.0
346;2018-0058;2018-06-03;2018;6;3;CONDUCTOR;MOTO;MASCULINO;26.0
347;2018-0059;2018-06-08;2018;6;8;CONDUCTOR;MOTO;MASCULINO;54.0
348;2018-0060;2018-06-08;2018;6;8;PEATON;PEATON;MASCULINO;51.0
349;2018-0061;2018-06-10;2018;6;10;CONDUCTOR;MOTO;MASCULINO;51.0
350;2018-0062;2018-06-14;2018;6;14;PEATON;PEATON;MASCULINO;32.0
351;2018-0063;2018-06-16;2018;6;16;PEATON;PEATON;FEMENINO;28.0
352;2018-0064;2018-06-25;2018;6;25;CONDUCTOR;AUTO;MASCULINO;30.0
353;2018-0065;2018-06-26;2018;6;26;CONDUCTOR;MOTO;MASCULINO;35.0
354;2018-0066;2018-06-28;2018;6;28;PEATON;PEATON;MASCULINO;73.0
355;2018-0067;2018-06-29;2018;6;29;PASAJERO_ACOMPAÑANTE;PASAJEROS;FEMENINO;81.0
356;2018-0068;2018-07-01;2018;7;1;CONDUCTOR;MOTO;MASCULINO;21.0
357;2018-0069;2018-07-04;2018;7;4;CICLISTA;BICICLETA;MASCULINO;20.0
358;2018-0070;2018-07-07;2018;7;7;CONDUCTOR;MOTO;MASCULINO;33.0
359;2018-0071;2018-07-10;2018;7;10;CONDUCTOR;MOTO;MASCULINO;42.0
360;2018-0072;2018-07-11;2018;7;11;CONDUCTOR;MOTO;MASCULINO;27.0
361;2018-0073;2018-07-11;2018;7;11;PEATON;PEATON;FEMENINO;67.0
362;2018-0074;2018-07-14;2018;7;14;CONDUCTOR;AUTO;MASCULINO;25.0
363;2018-0075;2018-07-15;2018;7;15;PEATON;PEATON;MASCULINO;23.0
364;2018-0076;2018-07-16;2018;7;16;CONDUCTOR;AUTO;MASCULINO;73.0
365;2018-0077;2018-07-16;2018;7;16;CONDUCTOR;AUTO;MASCULINO;58.0
366;2018-0078;2018-07-21;2018;7;21;PEATON;PEATON;MASCULINO;27.0
367;2018-0079;2018-07-23;2018;7;23;PEATON;PEATON;MASCULINO;42.0
368;2018-0080;2018-07-25;2018;7;25;PEATON;PEATON;MASCULINO;26.0
369;2018-0081;2018-07-29;2018;7;29;PEATON;PEATON;MASCULINO;35.0
370;2018-0082;2018-08-01;2018;8;1;CONDUCTOR;MOTO;FEMENINO;17.0
371;2018-0083;2018-08-02;2018;8;2;CONDUCTOR;MOTO;MASCULINO;42.0
372;2018-0084;2018-08-03;2018;8;3;PEATON;PEATON;MASCULINO;45.0
373;2018-0085;2018-08-03;2018;8;3;PASAJERO_ACOMPAÑANTE;MOTO;FEMENINO;22.0
374;2018-0085;2018-08-03;2018;8;3;CONDUCTOR;MOTO;MASCULINO;30.0
375;2018-0086;2018-08-10;2018;8;10;PEATON;PEATON;MASCULINO;40.0
376;2018-0087;2018-08-15;2018;8;15;PEATON;PEATON;MASCULINO;75.0
377;2018-0088;2018-08-17;2018;8;17;CONDUCTOR;MOTO;MASCULINO;42.0
378;2018-0089;2018-08-17;2018;8;17;PEATON;PEATON;MASCULINO;80.0
379;2018-0090;2018-08-18;2018;8;18;CONDUCTOR;MOTO;MASCULINO;27.0
380;2018-0091;2018-08-19;2018;8;19;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;23.0
381;2018-0092;2018-08-20;2018;8;20;CONDUCTOR;MOTO;MASCULINO;23.0
382;2018-0093;2018-08-20;2018;8;20;PEATON;PEATON;MASCULINO;24.0
383;2018-0094;2018-08-23;2018;8;23;CONDUCTOR;MOTO;MASCULINO;32.0
384;2018-0095;2018-08-26;2018;8;26;PASAJERO_ACOMPAÑANTE;AUTO;FEMENINO;49.0
385;2018-0096;2018-08-31;2018;8;31;PEATON;PEATON;MASCULINO;39.0
386;2018-0097;2018-09-02;2018;9;2;CONDUCTOR;AUTO;FEMENINO;35.0
387;2018-0098;2018-09-09;2018;9;9;CONDUCTOR;AUTO;MASCULINO;55.0
388;2018-0098;2018-09-09;2018;9;9;PASAJERO_ACOMPAÑANTE;AUTO;MASCULINO;54.0
389;2018-0099;2018-09-12;2018;9;12;PEATON;PEATON;MASCULINO;18.0
390;2018-0100;2018-09-20;2018;9;20;SD;MOTO;FEMENINO;33.0
391;2018-0101;2018-09-21;2018;9;21;CONDUCTOR;AUTO;MASCULINO;42.0
392;2018-0102;2018-09-21;2018;9;21;CONDUCTOR;MOTO;MASCULINO;20.0
393;2018-0103;2018-09-27;2018;9;27;PEATON;PEATON;MASCULINO;1.0
394;2018-0104;2018-10-01;2018;10;1;CONDUCTOR;MOTO;MASCULINO;22.0
395;2018-0105;2018-10-03;2018;10;3;PEATON;PEATON;FEMENINO;56.0
396;2018-0106;2018-10-04;2018;10;4;CONDUCTOR;MOTO;MASCULINO;27.0
397;2018-0107;2018-10-06;2018;10;6;PEATON;PEATON;FEMENINO;62.0
398;2018-0108;2018-10-09;2018;10;9;CONDUCTOR;MOTO;MASCULINO;37.0
399;2018-0109;2018-10-10;2018;10;10;PEATON;PEATON;MASCULINO;34.0
400;2018-0110;2018-10-13;2018;10;13;PEATON;PEATON;MASCULINO;60.0
401;2018-0111;2018-10-19;2018;10;19;CONDUCTOR;MOTO;MASCULINO;28.0
402;2018-0112;2018-10-24;2018;10;24;CONDUCTOR;MOTO;FEMENINO;28.0
403;2018-0113;2018-10-25;2018;10;25;CONDUCTOR;MOTO;MASCULINO;20.0
404;2018-0114;2018-10-30;2018;10;30;CONDUCTOR;MOTO;MASCULINO;23.0
405;2018-0115;2018-10-31;2018;10;31;PEATON;PEATON;MASCULINO;42.0
406;2018-0116;2018-11-01;2018;11;1;PEATON;PEATON;MASCULINO;48.0
407;2018-0117;2018-11-04;2018;11;4;CONDUCTOR;MOTO;MASCULINO;30.0
408;2018-0118;2018-11-05;2018;11;5;PEATON;PEATON;FEMENINO;80.0
409;2018-0119;2018-11-05;2018;11;5;PEATON;PEATON;FEMENINO;32.0
410;2018-0120;2018-11-09;2018;11;9;PEATON;PEATON;FEMENINO;51.0
411;2018-0121;2018-11-09;2018;11;9;PEATON;PEATON;FEMENINO;72.0
412;2018-0122;2018-11-12;2018;11;12;CONDUCTOR;AUTO;MASCULINO;33.0
413;2018-0123;2018-11-12;2018;11;12;CONDUCTOR;AUTO;MASCULINO;25.0
414;2018-0124;2018-11-15;2018;11;15;CONDUCTOR;CARGAS;MASCULINO;44.0
